Specimen properties : Length,31,mm,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Stress-Strain,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Linear,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Modulus,Unnamed: 35,Failure,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
Cross Section Average,91.3365,mm2,,,,,,,,,,Polynomial Coefficients,,,,,,,,,,,,,,,,Force,,Stress,Extension,Strain,,Secant,Tangent,Load,Stress,Extension,Strain,Stiffness
Time,Extension,Load,Total cycle count,,,Extension,Load,Strain,Stress,E-tan,,X6,-351353.2398752706,,,,,,,,,Strain,Stress,E-tan,,,,(N),,(MPa),(mm),(%),,(MPa),(MPa),(N),(MPa),(mm),(%),(N/mm)
(s),(mm),(N),,,,(mm),(N),(mm/mm),(MPa),(MPa),,X5,188805.2515671974,,,,,,,,,(mm/mm),(MPa),(MPa),,,,873.6437718157691,,9.56511112004258,4.2780000000000005,13.8,,69.3123994205984,113.39864982145353,1432.70374,15.677215899448742,6.51655,21.021129032258063,204.21780547353177
0,0.03343,1.20658,0,,,0.18088,0.80171,0,0,,,X4,-45811.929922256255,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
0.1,0.04845,1.43247,0,,,0.80115,17.99864,0.020008709677419353,0.1882810267527221,27.729168011872655,,X3,4241.052303739418,,,,,,,,,0.001,0.0007123352406816165,0.7123352406816166,,,,,,,,,,,,,,,,
0.2,0.06551,2.03978,0,,,1.69139,120.44488,0.048726129032258064,1.3099162985224964,53.002344258968876,,X2,418.57551476812927,,,,,,,,,0.002,0.0022866321000766625,1.5742968593950462,,,,,,,,,,,,,,,,
0.3,0.08228,2.66794,0,,,2.53011,288.73187,0.0757816129032258,3.1524107010888307,80.66410552416825,,X1,0.2895642970857718,,,,,,,,,0.003,0.004746715793587359,2.460083693510697,,,,,,,,,,,,,,,,
0.4,0.09888,3.16577,0,,,3.36402,518.02802,0.10268193548387096,5.662865448095777,102.38346497298923,,,,,,,,,,,,0.004,0.008115356815447115,3.368641021859756,,,,,,,,,,,,,,,,
0.5,0.11577,3.83808,0,,,4.19736,791.67352,0.1295638709677419,8.658880184811112,110.22468107518687,,,,,,,,,,,,0.005,0.012414292962914882,4.298936147467767,,,,,,,,,,,,,,,,
0.6,0.13215,4.39436,0,,,5.03064,1059.2782,0.15644387096774193,11.58875684967127,104.54341715930752,,,,,,,,,,,,0.006,0.017664251107495182,5.249958144580299,,,,,,,,,,,,,,,,
